"Depth","Age","WTD","Charcoal Influx"
1.5,-46,25.5178939029877,344.56660412758
3.5,-21,30.0797708790265,241.65
5.5,4,30.7477040498903,125.396756756757
6.5,17,33.4954360847193,198.276923076923
7.5,29,25.4631940983157,120.825
8.5,41,31.0202703762554,127.857142857143
9.5,54,28.749983694552,232.355769230769
10.5,66,30.2988426584944,765.225
11.5,78,30.7535827499768,441.725806451613
12.5,91,31.7440399410943,522.486486486486
13.5,102,32.8861521454541,688.732186732187
14.5,115,27.8039184150707,619.615384615385
15.5,127,35.2791567046696,418.86
16.5,139,38.1886451324225,362.475
17.5,151,32.4825622203376,91.5340909090909
18.5,163,35.843330851023,1244.86363636364
19.5,175,31.5095079028374,498.642857142857
20.5,187,37.2998639070552,716
21.5,199,29.10751659962,NA
22.5,211.5,29.8033885938049,399.972413793103
23.5,224,33.2232987080492,854.677894736842
24.5,236,34.4062598699765,671.25
25.5,248,33.59634255189,597.629032258065
26.5,260,32.7587843859428,2886.375
27.5,272,27.7302065242317,1658.38235294118
29.5,294,22.8989537136125,4993.74279379157
31.5,318,26.0988083713606,1757.45454545455
32.5,331,33.0809351886666,5824.38461538462
33.5,346,24.9073531500941,1222.13793103448
34.5,361,29.3711477918043,706.761290322581
35.5,380,26.56027895506,NA
36.5,397.5,21.6125331800892,255.963763066202
37.5,413,22.1637395848077,196.322580645161
38.5,427,22.9823740287513,360.223602484472
39.5,442,24.3804400031559,245.485714285714
40.5,457,17.0669638538365,149.860465116279
41.5,472.5,15.9779098537711,59.3917050691244
42.5,489,16.6115340109717,139.480519480519
43.5,505,16.1258302106105,183.068181818182
44.5,523,31.8206892929597,NA
45.5,552,25.4707108165941,59.2551724137931
47.5,609,13.4009043264299,1017.47368421053
48.5,637,10.3614096350119,269.894805194805
51.5,723,27.5652690846498,NA
52.5,751,33.5663743135135,498.642857142857
53.5,783,26.4171497906528,221.5125
54.5,832,31.0275100483477,402.117739403454
55.5,878.5,26.8303270674524,179.524926686217
56.5,925,22.4256829765499,194.012903225806
57.5,971,25.3050458034619,195.803359683794
58.5,1019,29.6826732759561,268.5
60.5,1113,20.8924498569731,107.300647548566
61.5,1160.5,30.2119487532157,1017.47368421053
62.5,1208,33.6891775075137,NA
63.5,1254,25.6383324702803,553.98023715415
64.5,1299,28.85240945352,483.3
65.5,1329,19.3084724016895,16.11
66.5,1359,18.933335129919,NA
67.5,1388,14.1551250149216,199.986206896552
68.5,1418,16.6839970373824,46.0285714285714
69.5,1448,22.4760920372052,223.061538461538
70.5,1478,15.588405469408,483.3
71.5,1507,21.122929248367,1666.55172413793
72.5,1537,12.4772876283981,184.114285714286
73.5,1566,16.7212413478813,166.655172413793
75.5,1622.5,17.7212890163244,418.194690265487
76.5,1656,32.7248217566498,5770.74626865672
77.5,1687.5,23.2255958203892,187.52380952381
78.5,1712,14.6410350245015,515.92464678179
79.5,1736,18.7508855457219,492.25
80.5,1762,21.4915352021007,608.34965034965
81.5,1787,14.9075267151987,220.937142857143
82.5,1812,10.383353060813,241.65
83.5,1836,17.3365683183778,28.7678571428571
84.5,1862,16.1403905206894,67.5944055944056
85.5,1888,15.0996304930501,464.711538461538
86.5,1912,11.9873617004242,402.75
87.5,1939,11.6672814189019,71.6
88.5,1965,14.0178542202794,61.9615384615385
89.5,1991.5,11.1846108618983,121.584905660377
90.5,2017,12.6934685296114,213.828054298643
91.5,2043,14.25670306985,57.1952662721894
92.5,2070,14.8788845125203,34.6451612903226
93.5,2101,29.4367533519335,554.322580645161
94.5,2128,17.2838852329967,423.090909090909
95.5,2150,24.3858031553776,2313.98181818182
96.5,2171,17.0546034599254,379.058823529412
97.5,2193,22.6876586129658,1135.02272727273
98.5,2216,18.2324748115368,2224.9104859335
99.5,2239,23.827839905504,854.530434782609
100.5,2262,17.1793368628459,1260.78260869565
101.5,2285,23.9070716742742,977.10652173913
102.5,2307.5,20.7110018679833,1227.42857142857
103.5,2329,20.4729714355157,468.712518555171
104.5,2352,35.7675013765521,3304.77865612648
105.5,2374,35.1178419122726,329.522727272727
106.5,2398.5,26.6323241282487,576.139941690962
107.5,2426,25.9160100814552,787.824451410658
108.5,2452,29.3195524045744,67.5944055944056
109.5,2473,21.1260173197004,44.1369863013699
110.5,2492,27.4066607563216,176.500537056928
111.5,2512,30.931707388568,92.5468085106383
112.5,2533,20.7188315371334,83.1071428571429
113.5,2555,19.75309205266,427.488943488944
114.5,2577,20.1238191221641,966.6
115.5,2600,23.1130550509321,300.186335403727
116.5,2623,21.4049558302043,1036.64347826087
117.5,2647.5,22.0099986023937,175.34693877551
118.5,2671,31.5112136077273,147.653027823241
119.5,2693,29.5545634579476,353.634146341463
120.5,2718,32.8957268495705,266.648275862069
121.5,2765,33.4265448999162,996.657937806874
122.5,2818,25.1228020791846,241.38179800222
123.5,2869.5,24.8004541645733,262.765048543689
124.5,2922.5,34.8076672961698,1003.07547169811
125.5,2977,23.8934054360541,210.821533667994
126.5,3027.5,29.2748953289626,328.124469589816
128.5,3136,32.1481296838704,395.944700460829
130.5,3240.5,30.1223770095615,204.468395870058
131.5,3299,23.8582052278471,82.6153846153846
132.5,3360.5,31.5099925634699,303.114982578397
133.5,3429.5,33.3521802900626,126.078260869565
134.5,3475,33.0932571670464,314.410549450549
135.5,3503,39.8777970688195,1339.01298701299
136.5,3529.5,30.9010917823746,615.52358490566
137.5,3558.5,35.6764386104718,263.870689655172
138.5,3585,26.8369141715614,755.563342318059
139.5,3608.5,31.8401387413396,989.73670212766
140.5,3633.5,22.3619919738371,324.7776
