Paleon testate calibration dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Revised, 25 March 2017 (went back to count data, made a few taxonomic corrections and deleted samples with less than 50 counts)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All samples with greater than 50 individuals counted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPLE,STUDY,Peatland,Peatland type,Location (lat/long: dec),,,,WTD (cm),pH,TOTAL COUNT,ampfla,ampwri,arcart,arccat,arccre,arcdis,arcgib,archem,arcvul,assmus,asssem,bulind,cenacu,cencas,ceneco,cenpla,cortri,cryovi,crysac,cycarc,cyckah,cypamp,difacu,difbaf,difbac,difglo,diflei,difluc,difobl,difovi,difpri,difpul,difrub,difurc,eugcri,eugrot,eugstr,eugtub,helpet,helros,helsph,helsyl,hyaele,hyamin,hyapap,hyasub,lesspp,nebbar,nebcar,nebcol,nebfla,nebgal,nebgri,nebmar,nebmil,nebpen,nebret/lon,nebtin,nebtub,nebvit,nebwai,parirr,phracr,plalen,plaspi,placal,pontsp,psefas,pseful,quasym,sphlen,traden,triarc,trimin
TL54,Booth 2008,Trout Peatland E,Kettle,46,0.288,-89,37.623,31.83333333,3.63,321,11,0,2,1,0,0,0,0,0,136,16,1,1,8,2,0,32,20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,27,0,0,4,1,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0
TL55,Booth 2008,Trout Peatland E,Kettle,46,0.287,-89,37.63,40.83333333,3.67,348,6,0,0,5,0,0,0,0,0,151,21,3,3,6,3,0,52,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,4,1,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
TL56,Booth 2008,Trout Peatland E,Kettle,46,0.289,-89,37.639,45.16666667,3.74,329,0,0,0,0,0,0,0,0,0,114,33,5,0,8,2,0,36,19,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,32,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,4
TL57,Booth 2008,Trout Peatland E,Kettle,46,0.289,-89,37.639,9.833333333,3.66,332,82,0,0,0,0,18,0,0,4,29,7,1,7,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,45,2,10,1,71,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,24,0,8,0,0,0,0,0,0,0,0,0
TL58,Booth 2008,Trout Peatland E,Kettle,46,0.289,-89,37.65,12.66666667,3.59,272,45,0,1,0,0,1,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,46,0,35,0,83,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1,0
TL59,Booth 2008,Trout Peatland E,Kettle,46,0.283,-89,37.663,16,3.72,310,58,0,3,2,0,0,0,0,0,28,10,0,1,0,5,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,30,5,35,0,69,0,0,0,0,18,0,0,17,0,2,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0
TL60,Booth 2008,Trout Peatland E,Kettle,46,0.283,-89,37.681,52.66666667,3.61,209,3,0,3,0,0,0,0,0,0,124,21,10,2,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
TL61,Booth 2008,Trout Peatland E,Kettle,46,0.283,-89,37.681,15.5,3.69,204,20,0,2,0,0,0,0,0,0,16,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,48,1,33,0,22,0,0,0,0,10,0,0,10,0,0,0,0,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
TL62,Booth 2008,Trout Peatland F,Kettle,46,1.326,-89,37.969,28.83333333,3.72,329,42,0,0,4,0,0,0,0,0,38,1,3,5,6,5,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,10,0,0,17,0,149,0,0,0,0,0,0,0,1,0,1,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0
TL63,Booth 2008,Trout Peatland F,Kettle,46,1.328,-89,37.97,32.83333333,3.85,321,3,0,0,11,0,0,0,0,0,69,6,17,0,27,5,0,46,22,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TL64,Booth 2008,Trout Peatland F,Kettle,46,1.327,-89,37.963,36.5,3.5,140,0,0,0,0,0,0,0,0,0,54,7,7,1,3,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,16,0,0,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0
TL65,Booth 2008,Trout Peatland F,Kettle,46,1.326,-89,37.96,17.5,3.7,188,3,0,0,0,0,12,0,0,0,24,3,4,0,4,1,0,8,0,0,1,0,0,1,0,0,8,1,1,0,0,0,0,0,0,0,6,0,5,0,0,0,1,2,0,64,0,0,0,0,0,0,0,4,0,2,0,0,23,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
TL66,Booth 2008,Trout Peatland F,Kettle,46,1.326,-89,37.96,36.83333333,3.58,265,3,0,0,2,0,0,0,0,0,155,16,4,1,4,7,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0
TL67,Booth 2008,Trout Peatland F,Kettle,46,1.324,-89,37.952,26.33333333,3.6,328,40,0,3,1,0,0,0,0,0,43,7,9,1,22,0,1,12,5,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,19,0,0,4,1,2,0,68,0,0,0,0,0,0,0,1,0,3,0,0,29,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0
TL68,Booth 2008,Trout Peatland F,Kettle,46,1.322,-89,37.949,35.66666667,3.69,338,0,0,0,3,0,0,0,0,0,48,7,0,5,8,4,0,5,95,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,131,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0
TL69,Booth 2008,Trout Peatland F,Kettle,46,1.322,-89,37.945,19,3.63,259,8,1,0,0,0,17,0,0,1,34,4,0,0,0,1,0,5,0,0,2,0,0,1,0,1,23,1,6,0,0,0,0,0,0,0,10,14,22,2,1,17,5,12,0,19,3,0,0,0,3,0,0,7,0,5,0,0,10,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
TL70,Booth 2008,Trout Peatland F,Kettle,46,1.322,-89,37.945,37.5,3.48,123,0,0,1,0,0,0,0,0,0,54,22,6,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TL71,Booth 2008,Trout Peatland G,Kettle,46,2.261,-89,38.152,13,3.8,400,185,1,0,2,0,3,0,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,185,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TL72,Booth 2008,Trout Peatland G,Kettle,46,2.261,-89,38.152,37.16666667,3.56,272,1,0,0,45,0,0,0,0,0,32,3,4,4,3,3,0,6,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,0,1,0,0,9,2,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
TL73,Booth 2008,Trout Peatland G,Kettle,46,2.261,-89,38.149,16.83333333,3.87,351,195,1,0,0,0,1,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,104,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
TL74,Booth 2008,Trout Peatland G,Kettle,46,2.261,-89,38.147,47.66666667,3.64,225,1,0,0,12,0,0,0,0,0,53,13,14,0,2,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TL75,Booth 2008,Trout Peatland G,Kettle,46,2.267,-89,38.139,12.83333333,3.82,292,116,8,0,2,0,0,0,0,0,11,2,0,1,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,17,0,9,0,77,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,26,0,1,0,0,0,0,0,0,0,2,0
TL76,Booth 2008,Trout Peatland G,Kettle,46,2.273,-89,38.144,21.16666667,3.65,306,101,0,0,9,0,0,0,0,0,59,4,3,3,7,5,0,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,3,5,0,59,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0
TL77,Booth 2008,Trout Peatland G,Kettle,46,2.272,-89,38.141,49.16666667,3.38,217,2,0,0,0,0,0,0,0,0,138,20,5,1,2,15,0,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
TL78,Booth 2008,Trout Peatland H,Kettle,46,2.273,-89,38.139,27,3.67,267,13,0,0,21,2,0,0,0,0,30,1,6,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,0,3,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TL79,Booth 2008,Trout Peatland H,Kettle,46,2.852,-89,39.056,-0.166666667,4.41,259,16,2,2,1,7,16,0,4,9,7,0,0,18,2,0,1,1,0,0,0,0,0,2,0,0,19,2,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,108,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
TL80,Booth 2008,Trout Peatland H,Kettle,46,2.852,-89,39.056,10.16666667,3.86,363,165,1,0,7,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,41,0,10,0,106,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0
TL81,Booth 2008,Trout Peatland H,Kettle,46,2.851,-89,39.056,25.83333333,3.63,337,84,0,1,16,0,0,0,0,0,60,5,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
TL82,Booth 2008,Trout Peatland H,Kettle,46,2.851,-89,39.056,12.83333333,3.72,336,207,4,0,5,0,0,0,0,0,8,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0
TL83,Booth 2008,Trout Peatland H,Kettle,46,2.848,-89,39.05,10.33333333,3.84,307,115,0,0,7,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,3,11,0,119,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
TL84,Booth 2008,Trout Peatland H,Kettle,46,2.848,-89,39.05,16.33333333,3.67,344,115,0,0,4,0,0,0,0,0,35,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
TL85,Booth 2008,Trout Peatland H,Kettle,46,2.848,-89,39.05,31.83333333,3.67,318,3,0,1,36,0,1,0,0,0,118,19,12,4,1,6,0,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,0,1,76,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL86,Booth 2008,Trout Peatland H,Kettle,46,2.845,-89,39.049,9,4.01,358,131,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,173,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,38,0,1,0,0,0,0,0,0,0,0,0
TL87,Booth 2008,Trout Peatland A,Kettle,46,0.236,-89,35.633,48.66666667,3.53,329,0,0,0,0,0,0,0,0,0,139,18,3,1,0,0,0,34,15,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,56,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0
TL88,Booth 2008,Trout Peatland B,Kettle,46,1.147,-89,35.301,18.5,3.58,456,194,0,0,0,0,0,0,0,0,32,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,4,0,210,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL89,Booth 2008,Trout Peatland B,Kettle,46,1.149,-89,35.305,39.16666667,3.44,76,0,3,4,3,0,1,0,0,0,21,3,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
TL90,Booth 2008,Trout Peatland B,Kettle,46,1.151,-89,35.314,14.5,3.56,353,111,0,1,0,0,0,0,0,0,36,8,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,7,0,26,0,135,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
TL91,Booth 2008,Trout Peatland B,Kettle,46,1.154,-89,35.322,57.5,3.57,82,0,0,0,2,0,0,0,0,0,41,6,9,1,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
TL92,Booth 2008,Trout Peatland B,Kettle,46,1.155,-89,35.329,41.5,3.5,155,0,0,2,6,0,0,0,0,0,84,11,9,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0
TL93,Booth 2008,Trout Peatland B,Kettle,46,1.156,-89,35.342,44.5,3.46,250,1,0,4,3,0,0,0,0,0,133,9,18,0,2,57,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
TL94,Booth 2008,Trout Peatland B,Kettle,46,1.157,-89,35.344,-1.833333333,4.07,187,12,0,0,0,19,30,0,0,22,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,74,0,1,2,0,0,0,0,0,0,0,0,0,2,0,11,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TL95,Booth 2008,Trout Peatland B,Kettle,46,1.16,-89,35.351,22.66666667,3.49,330,25,0,1,9,0,0,0,0,0,25,10,2,1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,1,40,0,110,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
TL96,Booth 2008,Trout Peatland B,Kettle,46,1.163,-89,35.376,5.666666667,3.59,358,115,0,1,0,0,0,0,0,0,19,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,2,51,0,93,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
TL97,Booth 2008,Trout Peatland B,Kettle,46,1.16,-89,35.366,16.83333333,3.74,339,1,0,21,17,0,1,0,0,0,37,17,3,2,0,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60,0,8,1,132,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
TOA01,Booth 2008,Toivola Bog A,Raised bog,46,55.59,-92,47.752,19,3.82,179,0,0,0,0,0,0,0,0,0,10,6,1,3,1,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,1,54,0,4,0,0,0,0,0,0,0,2,0,19,0,0,30,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,0
TOA02,Booth 2008,Toivola Bog A,Raised bog,46,55.592,-92,47.748,3,3.6,162,1,62,0,1,0,10,0,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,8,0,0,2,1,5,0,1,0,0,0,0,1,0,0,5,0,7,0,0,20,0,0,0,0,18,0,8,0,0,0,0,0,0,0,0,0
TOA03,Booth 2008,Toivola Bog A,Raised bog,46,55.593,-92,47.741,38.5,3.58,151,0,0,0,0,0,0,0,0,0,60,14,4,0,2,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1
TOA04,Booth 2008,Toivola Bog A,Raised bog,46,55.596,-92,47.731,42.5,3.4,62,0,0,0,0,0,0,0,0,0,28,1,1,2,4,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
TOA05,Booth 2008,Toivola Bog A,Raised bog,46,55.6,-92,47.72,57,3.65,78,0,0,0,1,0,0,0,0,0,37,6,0,0,3,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
TOA06,Booth 2008,Toivola Bog A,Raised bog,46,55.602,-92,47.713,33,3.56,72,0,0,0,13,0,0,0,0,0,23,3,3,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
TOA08,Booth 2008,Toivola Bog A,Raised bog,46,55.606,-92,47.702,21,3.51,154,0,0,0,0,0,0,0,0,0,11,3,5,0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,36,2,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
TOA09,Booth 2008,Toivola Bog A,Raised bog,46,55.606,-92,47.702,62.5,3.47,52,0,0,0,0,0,0,0,0,0,6,2,4,0,1,7,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3
TOA10,Booth 2008,Toivola Bog A,Raised bog,46,55.611,-92,47.694,27.5,3.51,160,0,0,0,9,0,0,0,0,0,31,8,4,0,0,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,6,0,1,1,22,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TOA11,Booth 2008,Toivola Bog A,Raised bog,46,55.615,-92,47.687,15,3.6,159,12,0,0,4,0,0,0,0,0,14,6,3,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,1,16,0,2,0,41,0,0,0,0,0,0,0,0,0,13,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
TOA12,Booth 2008,Toivola Bog A,Raised bog,46,55.619,-92,47.684,29,3.52,155,0,0,1,0,0,0,0,0,0,40,5,2,7,0,37,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,1,0,5,0,0,0,0,0,0,0,0,0,15,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
TOA14,Booth 2008,Toivola Bog A,Raised bog,46,55.622,-92,47.678,36.5,3.44,101,0,0,0,1,0,0,0,0,0,48,9,7,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
TOA16,Booth 2008,Toivola Bog A,Raised bog,46,55.625,-92,47.666,16.5,3.47,152,0,0,0,3,0,0,0,0,0,17,13,3,0,11,11,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,3,15,0,0,0,0,0,0,0,0,0,1,0,11,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0
TOB01,Booth 2008,Toivola Bog B,Raised bog,46,59.166,-92,53.317,34,3.62,64,0,0,0,0,0,1,0,0,0,25,6,0,1,7,4,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
TOB02,Booth 2008,Toivola Bog B,Raised bog,46,59.166,-92,53.315,16,3.72,147,3,0,1,6,0,0,0,0,0,3,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,3,0,4,0,67,0,0,0,0,0,0,0,0,0,4,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
TOB04,Booth 2008,Toivola Bog B,Raised bog,46,59.168,-92,53.307,41,3.6,116,0,0,0,1,0,0,0,0,0,83,9,1,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
TOB05,Booth 2008,Toivola Bog B,Raised bog,46,59.168,-92,53.307,8,3.71,152,33,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,0,75,1,0,0,0,1,0,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TOB07,Booth 2008,Toivola Bog B,Raised bog,46,59.167,-92,53.3,24.5,3.76,154,0,0,0,0,0,0,0,0,0,39,12,7,0,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,33,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
TOB10,Booth 2008,Toivola Bog B,Raised bog,46,59.169,-92,53.296,-2.333333333,4.02,177,4,0,1,0,0,19,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,0,15,0,9,15,4,26,0,0,2,1,1,0,0,1,13,14,1,0,2,0,1,0,10,0,0,0,0,3,0,0,1,0,6,0,0,8,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0
UT01,Booth 2008,Upper Twin Peatland,Kettle,46,16.565,-86,38.853,17.5,3.96,159,0,0,1,3,0,0,0,0,0,11,3,2,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,18,0,0,0,0,0,0,42,0,0,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
UT02,Booth 2008,Upper Twin Peatland,Kettle,46,16.56,-86,38.849,31,3.96,155,0,0,0,0,0,0,0,0,0,36,2,1,3,26,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
UT03,Booth 2008,Upper Twin Peatland,Kettle,46,16.56,-86,38.849,6,4.29,102,0,0,0,0,0,2,0,0,0,11,0,0,1,2,0,10,2,0,0,21,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,1,2,5,0,0,0,0,1,0,1,11,0,0,0,0,0,0,9,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
