"","Observation","Age","MVGP","Bummer","WA","WAPLS","MLRC","MAT","RF"
"126",126,3031,9.80504864505491,18.7204470693489,14.5335373841459,13.6759395039713,10.2598698768893,20.8498076754434,10.9892848197341
"127",127,3053,18.4670713962215,13.6219229347935,9.80824463167687,14.9375607463551,12.0325924269903,15.3297680112085,16.9136256148891
"128",128,3073,13.9646526445504,13.3234912250085,14.7131135602029,9.78572741621267,20.3159935853338,15.1867564971955,19.1784449978029
"129",129,3094.5,14.4714955923629,13.1201822501007,20.5802179369515,21.0928044845925,19.7304375205654,18.4484350727833,21.3725200846183
"130",130,3124,17.3655435552427,17.6245691654706,15.3309604478654,18.639153010351,14.6326106630205,13.2270361123003,17.8173720668804
"131",131,3193,13.6681770358111,13.275273644128,7.19830979070487,10.2070695237919,11.7887179468727,16.4761160425367,9.78570013301506
"132",132,3265,11.4158144176038,21.4897123702683,19.859045148015,12.7319520515642,22.3073727559902,13.9617248428141,32.6354023163489
"133",133,3339,14.9585165989363,11.8685098641601,18.7443836845268,8.7557421021837,14.9283672514679,14.46120340383,17.9956552598021
"134",134,3412.5,27.8364261635701,17.2663390056823,25.0805743729123,12.3017807281623,11.2868682151847,17.8054286171095,12.1809426912449
"135",135,3486,14.4545358262857,15.6852366519993,11.8957954134845,16.3759493003875,13.6365107881251,20.9186887554584,13.3954757727144
"136",136,3561,17.7126693531368,10.5887956325249,15.4066689827549,18.7690867075479,17.5713558643344,10.8057110035209,11.4556619165151
"137",137,3635,9.06951990687973,16.0517700199374,17.4123848906083,13.0959914059889,16.5293223097178,21.4712803465321,13.0496273475825
"138",138,3709,21.9918415099076,10.2234688511246,16.8634745051832,9.75193162846596,14.7027715432013,11.2056987735651,16.0490510772533
"139",139,3783,9.5194743913294,7.48318961252491,13.6364207149567,10.9512445132215,9.61300883158193,13.8271679818834,4.45294724280964
"140",140,3856,10.4113430184636,10.9772779558016,13.1345432066331,15.8248052925608,17.9426858811016,6.84542278063975,13.7507794735057
"141",141,3924,20.1869394797693,17.6355971241355,21.8496572049346,10.3350562074357,11.495733783871,15.896177129221,16.1421105476044
"142",142,3960,10.7402937438612,24.6230678450544,19.2426724769015,23.2642106900171,27.2842888981884,30.2033726759329,26.4412607135403
"143",143,3987.5,21.2721723005047,17.4341414474174,22.4731349284841,9.48581417708427,17.5995736948134,17.437225967779,20.027787822543
"144",144,4015,5.57785211964741,23.5616111928766,18.613857580958,15.9003133165731,12.2007813243886,22.6365481619734,19.7338504449608
"145",145,4044,16.1733042950356,13.242285683624,13.0175484782915,13.3212909114407,17.1107677983667,12.772832891003,12.9560365911417
"146",146,4072,15.8098298380036,5.36358238573265,12.8174624037064,15.1440755883041,15.6630021298893,5.77656288747064,4.08653091951232
"147",147,4099,11.6946177926055,10.3433297196638,13.8800249089851,16.1804784205912,12.514588934908,20.8671853502691,19.670452579419
"148",148,4128,7.27309735905318,16.7750571108459,15.4329936179365,8.97582687567089,6.10468744425328,17.7412424563553,13.0725487652851
"149",149,4154,16.3090790681263,17.6046984305199,9.32716015869989,18.6459370574769,13.5333064528038,16.6838737749748,8.35979806525262
"150",150,4182,12.1842763335726,13.8509183166325,15.1636546892669,18.9899158897898,19.0597688196919,17.1167867479102,20.4975299995951
"151",151,4236,12.9228045537676,9.69765948623814,13.2991498881897,9.92787622922126,17.3594584701748,13.4356156356263,15.2690122282037
"152",152,4263,14.2167258189719,8.94751811227941,11.2188697250012,17.0716052702601,20.4886555740753,5.20910623721419,21.6657460839853
"153",153,4289,6.70157273212087,14.4732458333763,15.9815590932821,14.5413644081357,13.1439948385485,10.0166643086585,15.5259647559071
"154",154,4318,10.1858687119735,12.9842857864983,7.53415365992522,12.0691228839348,23.9834504816308,19.5548972832473,5.35170003600405
"155",155,4352,11.0452156117046,14.5118937563104,13.3679898125761,9.55091002445435,8.87892464636882,11.329223819152,15.4360709328254
"156",156,4377,10.5504850604081,22.1621164145745,21.1031453876649,15.7245185729965,9.50672114076863,17.6936365454712,24.1212977869944
"157",157,4395,18.0081528729139,13.9711110673903,12.4607642901138,13.8069940744437,9.68048792141517,16.6324416494006,15.3271280404471
"158",158,4411,12.3156105176483,8.61248354070495,22.5509872375081,11.0434043581804,15.1988133923855,13.833891317384,19.6019190488281
"159",159,4441.5,10.9355095509519,19.2034331353836,9.84724155628699,12.4959227704168,16.9874026774011,13.135407225565,11.2045044706413
"160",160,4456.5,26.7667732950725,32.5272412103724,13.8866774156039,11.6497231962267,21.4144288005038,18.3477956909125,20.7387463968811
"161",161,4472,28.1926007276276,15.9259199027015,27.9816844715481,6.70053325341804,19.9700542592558,17.2624303144021,6.19210239785246
"162",162,4489,18.1744391890085,6.50033340012167,16.8494833137426,20.9202280241811,11.9240141969376,19.9713174865849,19.4792636343669
"163",163,4503,15.6051502514658,15.8703484337602,12.5050535229453,21.4675901686985,18.8358433248765,8.20836096258095,17.706509058797
"164",164,4518.5,13.2717486056177,15.2015153033124,24.2711933501382,16.48972766337,20.0895210405514,17.7217887608773,22.845107464475
"165",165,4549,20.5692772163268,13.8947954162304,18.2247738814195,16.9096046537873,12.1655534493288,8.33434632725537,4.10453577039553
"166",166,4563,7.07636913220505,15.1757659303982,13.1690648131529,16.6218804465234,16.1923374252432,21.562853726233,22.0161250144754
"167",167,4577.5,10.2742211297674,10.4772783238947,9.67150361111953,10.6934657059959,20.1266410495939,10.046810678322,10.4230524629378
"168",168,4591,20.6257530325161,23.2231986766428,18.5344857243268,15.0667597842184,15.5769494313025,16.4281033302371,17.9343009779322
"169",169,4607,9.05729953569282,22.5728321355805,25.8677908100914,10.2835807783231,15.0473809783638,10.4876039772087,11.7274634079773
"170",170,4622,22.8693855750802,16.4450863210896,19.342507117918,10.2030665378702,17.0245527699947,23.7964929140205,16.9216641153204
"171",171,4637,12.3277662826388,12.7138367954684,12.0243036492529,24.0114058094579,14.8075983074561,15.5792358401812,9.21218482590506
"172",172,4692,19.4310714036434,14.5335373841459,11.3569758657939,10.2598698768893,8.26293309404191,16.6213424380901,9.80504864505491
"173",173,4714,20.8498076754434,9.80824463167687,10.9892848197341,12.0325924269903,18.7204470693489,13.6759395039713,18.4670713962215
"174",174,4731,15.3297680112085,14.7131135602029,16.9136256148891,20.3159935853338,13.6219229347935,14.9375607463551,13.9646526445504
"175",175,4748,15.1867564971955,20.5802179369515,19.1784449978029,19.7304375205654,13.3234912250085,9.78572741621267,14.4714955923629
"176",176,4764,18.4484350727833,15.3309604478654,21.3725200846183,14.6326106630205,13.1201822501007,21.0928044845925,17.3655435552427
"177",177,4780.5,13.2270361123003,7.19830979070487,17.8173720668804,11.7887179468727,17.6245691654706,18.639153010351,13.6681770358111
"178",178,4795,16.4761160425367,19.859045148015,9.78570013301506,22.3073727559902,13.275273644128,10.2070695237919,11.4158144176038
"179",179,4810,13.9617248428141,18.7443836845268,32.6354023163489,14.9283672514679,21.4897123702683,12.7319520515642,14.9585165989363
"180",180,4824,14.46120340383,25.0805743729123,17.9956552598021,11.2868682151847,11.8685098641601,8.7557421021837,27.8364261635701
"181",181,4840,17.8054286171095,11.8957954134845,12.1809426912449,13.6365107881251,17.2663390056823,12.3017807281623,14.4545358262857
"182",182,4854,20.9186887554584,15.4066689827549,13.3954757727144,17.5713558643344,15.6852366519993,16.3759493003875,17.7126693531368
"183",183,4868,10.8057110035209,17.4123848906083,11.4556619165151,16.5293223097178,10.5887956325249,18.7690867075479,9.06951990687973
"184",184,4899,21.4712803465321,16.8634745051832,13.0496273475825,14.7027715432013,16.0517700199374,13.0959914059889,21.9918415099076
"185",185,4913,11.2056987735651,13.6364207149567,16.0490510772533,9.61300883158193,10.2234688511246,9.75193162846596,9.5194743913294
"186",186,4928.5,13.8271679818834,13.1345432066331,4.45294724280964,17.9426858811016,7.48318961252491,10.9512445132215,10.4113430184636
"187",187,4942.5,6.84542278063975,21.8496572049346,13.7507794735057,11.495733783871,10.9772779558016,15.8248052925608,20.1869394797693
"188",188,4958,15.896177129221,19.2426724769015,16.1421105476044,27.2842888981884,17.6355971241355,10.3350562074357,10.7402937438612
"189",189,4972,30.2033726759329,22.4731349284841,26.4412607135403,17.5995736948134,24.6230678450544,23.2642106900171,21.2721723005047
"190",190,4986,17.437225967779,18.613857580958,20.027787822543,12.2007813243886,17.4341414474174,9.48581417708427,5.57785211964741
"191",191,5004.5,22.6365481619734,13.0175484782915,19.7338504449608,17.1107677983667,23.5616111928766,15.9003133165731,16.1733042950356
"192",192,5025.5,12.772832891003,12.8174624037064,12.9560365911417,15.6630021298893,13.242285683624,13.3212909114407,15.8098298380036
"193",193,5042,5.77656288747064,13.8800249089851,4.08653091951232,12.514588934908,5.36358238573265,15.1440755883041,11.6946177926055
"194",194,5057,20.8671853502691,15.4329936179365,19.670452579419,6.10468744425328,10.3433297196638,16.1804784205912,7.27309735905318
"195",195,5072,17.7412424563553,9.32716015869989,13.0725487652851,13.5333064528038,16.7750571108459,8.97582687567089,16.3090790681263
"196",196,5087,16.6838737749748,15.1636546892669,8.35979806525262,19.0597688196919,17.6046984305199,18.6459370574769,12.1842763335726
"197",197,5104,17.1167867479102,13.2991498881897,20.4975299995951,17.3594584701748,13.8509183166325,18.9899158897898,12.9228045537676
"198",198,5119,13.4356156356263,11.2188697250012,15.2690122282037,20.4886555740753,9.69765948623814,9.92787622922126,14.2167258189719
"199",199,5135,5.20910623721419,15.9815590932821,21.6657460839853,13.1439948385485,8.94751811227941,17.0716052702601,6.70157273212087
"200",200,5151,10.0166643086585,7.53415365992522,15.5259647559071,23.9834504816308,14.4732458333763,14.5413644081357,10.1858687119735
"201",201,5166,19.5548972832473,13.3679898125761,5.35170003600405,8.87892464636882,12.9842857864983,12.0691228839348,11.0452156117046
"202",202,5182,11.329223819152,21.1031453876649,15.4360709328254,9.50672114076863,14.5118937563104,9.55091002445435,10.5504850604081
"203",203,5199,17.6936365454712,12.4607642901138,24.1212977869944,9.68048792141517,22.1621164145745,15.7245185729965,18.0081528729139
"204",204,5215,16.6324416494006,22.5509872375081,15.3271280404471,15.1988133923855,13.9711110673903,13.8069940744437,12.3156105176483
"205",205,5231,13.833891317384,9.84724155628699,19.6019190488281,16.9874026774011,8.61248354070495,11.0434043581804,10.9355095509519
"206",206,5263,13.135407225565,13.8866774156039,11.2045044706413,21.4144288005038,19.2034331353836,12.4959227704168,26.7667732950725
"207",207,5279,18.3477956909125,27.9816844715481,20.7387463968811,19.9700542592558,32.5272412103724,11.6497231962267,28.1926007276276
"208",208,5295,17.2624303144021,16.8494833137426,6.19210239785246,11.9240141969376,15.9259199027015,6.70053325341804,18.1744391890085
"209",209,5310,19.9713174865849,12.5050535229453,19.4792636343669,18.8358433248765,6.50033340012167,20.9202280241811,15.6051502514658
"210",210,5318,8.20836096258095,24.2711933501382,17.706509058797,20.0895210405514,15.8703484337602,21.4675901686985,13.2717486056177
"211",211,5323,17.7217887608773,18.2247738814195,22.845107464475,12.1655534493288,15.2015153033124,16.48972766337,20.5692772163268
"212",212,5328,8.33434632725537,13.1690648131529,4.10453577039553,16.1923374252432,13.8947954162304,16.9096046537873,7.07636913220505
"213",213,5334,21.562853726233,9.67150361111953,22.0161250144754,20.1266410495939,15.1757659303982,16.6218804465234,10.2742211297674
"214",214,5339,10.046810678322,18.5344857243268,10.4230524629378,15.5769494313025,10.4772783238947,10.6934657059959,20.6257530325161
"215",215,5344,16.4281033302371,25.8677908100914,17.9343009779322,15.0473809783638,23.2231986766428,15.0667597842184,9.05729953569282
"216",216,5350,10.4876039772087,19.342507117918,11.7274634079773,17.0245527699947,22.5728321355805,10.2835807783231,22.8693855750802
"217",217,5355,23.7964929140205,12.0243036492529,16.9216641153204,14.8075983074561,16.4450863210896,10.2030665378702,12.3277662826388
